Callsign,Longitude,Latitude,Altitude,Time
UAL950  ,-70.1,44.41,39000,2021-03-01T00:59:06
UAL950  ,-70.1,44.41,39000,2021-03-01T00:59:07
UAL950  ,-70.09,44.41,38975,2021-03-01T00:59:08
UAL950  ,-70.09,44.41,39000,2021-03-01T00:59:09
UAL950  ,-70.09,44.41,38975,2021-03-01T00:59:09
UAL950  ,-70.09,44.42,38975,2021-03-01T00:59:10
UAL950  ,-70.08,44.42,38975,2021-03-01T00:59:11
UAL950  ,-70.08,44.42,38975,2021-03-01T00:59:11
UAL950  ,-70.08,44.42,38975,2021-03-01T00:59:12
UAL950  ,-70.08,44.42,38975,2021-03-01T00:59:13
UAL950  ,-70.07,44.42,38975,2021-03-01T00:59:13
UAL950  ,-70.07,44.42,38975,2021-03-01T00:59:15
UAL950  ,-70.07,44.42,38975,2021-03-01T00:59:16
UAL950  ,-70.06,44.43,38975,2021-03-01T00:59:16
UAL950  ,-70.06,44.43,38975,2021-03-01T00:59:18
UAL950  ,-70.06,44.43,38975,2021-03-01T00:59:18
UAL950  ,-70.06,44.43,38975,2021-03-01T00:59:19
UAL950  ,-70.05,44.43,38975,2021-03-01T00:59:20
UAL950  ,-70.05,44.43,38975,2021-03-01T00:59:21
UAL950  ,-70.05,44.43,38975,2021-03-01T00:59:22
UAL950  ,-70.04,44.43,38975,2021-03-01T00:59:23
UAL950  ,-70.04,44.43,38975,2021-03-01T00:59:24
UAL950  ,-70.03,44.44,38975,2021-03-01T00:59:26
UAL950  ,-70.03,44.44,39000,2021-03-01T00:59:27
UAL950  ,-70.03,44.44,39000,2021-03-01T00:59:28
UAL950  ,-70.02,44.44,39000,2021-03-01T00:59:29
UAL950  ,-70.02,44.44,39000,2021-03-01T00:59:30
UAL950  ,-70.02,44.44,39000,2021-03-01T00:59:31
UAL950  ,-70.01,44.45,39000,2021-03-01T00:59:34
UAL950  ,-70.01,44.45,39000,2021-03-01T00:59:35
UAL950  ,-70,44.45,38975,2021-03-01T00:59:35
UAL950  ,-70,44.45,38975,2021-03-01T00:59:36
UAL950  ,-70,44.45,38975,2021-03-01T00:59:38
UAL950  ,-69.99,44.46,38975,2021-03-01T00:59:40
UAL950  ,-69.98,44.46,39000,2021-03-01T00:59:42
UAL950  ,-69.98,44.46,38975,2021-03-01T00:59:43
UAL950  ,-69.98,44.46,39000,2021-03-01T00:59:43
UAL950  ,-69.97,44.46,38975,2021-03-01T00:59:44
UAL950  ,-69.97,44.46,38975,2021-03-01T00:59:46
UAL950  ,-69.97,44.46,38975,2021-03-01T00:59:46
UAL950  ,-69.96,44.47,38975,2021-03-01T00:59:47
UAL950  ,-69.96,44.47,38975,2021-03-01T00:59:49
UAL950  ,-69.96,44.47,38975,2021-03-01T00:59:49
UAL950  ,-69.95,44.47,39000,2021-03-01T00:59:51
UAL950  ,-69.95,44.47,38975,2021-03-01T00:59:51
UAL950  ,-69.95,44.47,38975,2021-03-01T00:59:52
UAL950  ,-69.95,44.47,38975,2021-03-01T00:59:52
UAL950  ,-69.95,44.47,39000,2021-03-01T00:59:53
UAL950  ,-69.94,44.47,39000,2021-03-01T00:59:53
UAL950  ,-69.94,44.47,38975,2021-03-01T00:59:54
UAL950  ,-69.94,44.48,39000,2021-03-01T00:59:55
UAL950  ,-69.94,44.48,38975,2021-03-01T00:59:55
UAL950  ,-69.94,44.48,39000,2021-03-01T00:59:56
UAL950  ,-69.94,44.48,38975,2021-03-01T00:59:56
UAL950  ,-69.93,44.48,38975,2021-03-01T00:59:57
UAL950  ,-69.93,44.48,38975,2021-03-01T00:59:57
UAL950  ,-69.93,44.48,39000,2021-03-01T00:59:58
UAL950  ,-69.93,44.48,38975,2021-03-01T00:59:58
UAL950  ,-69.93,44.48,38975,2021-03-01T00:59:59
UAL950  ,-69.93,44.48,39000,2021-03-01T00:59:59
UAL950  ,-69.92,44.48,39000,2021-03-01T01:00:01
UAL950  ,-69.91,44.49,39000,2021-03-01T01:00:03
UAL950  ,-69.91,44.49,38975,2021-03-01T01:00:03
UAL950  ,-69.91,44.49,39000,2021-03-01T01:00:05
UAL950  ,-69.9,44.49,38975,2021-03-01T01:00:06
UAL950  ,-69.9,44.49,39000,2021-03-01T01:00:06
UAL950  ,-69.9,44.49,39000,2021-03-01T01:00:07
UAL950  ,-69.9,44.49,38975,2021-03-01T01:00:07
UAL950  ,-69.9,44.49,38975,2021-03-01T01:00:08
UAL950  ,-69.9,44.49,39000,2021-03-01T01:00:08
UAL950  ,-69.89,44.49,39000,2021-03-01T01:00:09
UAL950  ,-69.89,44.5,39000,2021-03-01T01:00:09
UAL950  ,-69.89,44.5,39000,2021-03-01T01:00:10
UAL950  ,-69.89,44.5,38975,2021-03-01T01:00:10
UAL950  ,-69.89,44.5,39000,2021-03-01T01:00:11
UAL950  ,-69.89,44.5,39000,2021-03-01T01:00:11
UAL950  ,-69.89,44.5,39000,2021-03-01T01:00:12
UAL950  ,-69.88,44.5,39000,2021-03-01T01:00:14
UAL950  ,-69.88,44.5,39000,2021-03-01T01:00:14
UAL950  ,-69.87,44.5,39000,2021-03-01T01:00:15
UAL950  ,-69.86,44.51,39000,2021-03-01T01:00:20
UAL950  ,-69.86,44.51,39000,2021-03-01T01:00:21
UAL950  ,-69.85,44.51,39000,2021-03-01T01:00:22
UAL950  ,-69.85,44.51,39000,2021-03-01T01:00:22
UAL950  ,-69.85,44.51,39000,2021-03-01T01:00:23
UAL950  ,-69.85,44.51,39000,2021-03-01T01:00:24
UAL950  ,-69.84,44.51,39000,2021-03-01T01:00:24
UAL950  ,-69.84,44.52,39000,2021-03-01T01:00:25
UAL950  ,-69.84,44.52,39000,2021-03-01T01:00:25
UAL950  ,-69.84,44.52,39000,2021-03-01T01:00:25
UAL950  ,-69.84,44.52,39000,2021-03-01T01:00:26
UAL950  ,-69.84,44.52,39000,2021-03-01T01:00:26
UAL950  ,-69.83,44.52,39000,2021-03-01T01:00:27
UAL950  ,-69.83,44.52,39000,2021-03-01T01:00:28
UAL950  ,-69.82,44.52,39000,2021-03-01T01:00:30
UAL950  ,-69.82,44.52,39000,2021-03-01T01:00:31
UAL950  ,-69.82,44.53,39000,2021-03-01T01:00:33
UAL950  ,-69.81,44.53,38975,2021-03-01T01:00:34
UAL950  ,-69.81,44.53,39000,2021-03-01T01:00:35
UAL950  ,-69.8,44.53,38975,2021-03-01T01:00:37
UAL950  ,-69.8,44.53,39000,2021-03-01T01:00:38
UAL950  ,-69.8,44.53,39000,2021-03-01T01:00:38
UAL950  ,-69.8,44.53,38975,2021-03-01T01:00:39
UAL950  ,-69.79,44.54,39000,2021-03-01T01:00:39
UAL950  ,-69.79,44.54,38975,2021-03-01T01:00:40
UAL950  ,-69.79,44.54,39000,2021-03-01T01:00:40
UAL950  ,-69.79,44.54,38975,2021-03-01T01:00:41
UAL950  ,-69.79,44.54,39000,2021-03-01T01:00:41
UAL950  ,-69.78,44.54,38975,2021-03-01T01:00:43
UAL950  ,-69.78,44.54,39000,2021-03-01T01:00:44
UAL950  ,-69.78,44.54,39000,2021-03-01T01:00:45
UAL950  ,-69.77,44.55,38975,2021-03-01T01:00:48
UAL950  ,-69.76,44.55,38975,2021-03-01T01:00:49
UAL950  ,-69.76,44.55,39000,2021-03-01T01:00:50
UAL950  ,-69.76,44.55,38975,2021-03-01T01:00:51
UAL950  ,-69.75,44.55,38975,2021-03-01T01:00:52
UAL950  ,-69.75,44.55,38975,2021-03-01T01:00:53
UAL950  ,-69.75,44.55,39000,2021-03-01T01:00:54
UAL950  ,-69.74,44.56,39000,2021-03-01T01:00:57
UAL950  ,-69.73,44.56,39000,2021-03-01T01:00:58
UAL950  ,-69.73,44.56,38975,2021-03-01T01:00:59
UAL950  ,-69.73,44.56,39000,2021-03-01T01:01:00
UAL950  ,-69.73,44.56,38975,2021-03-01T01:01:00
UAL950  ,-69.72,44.56,39000,2021-03-01T01:01:02
UAL950  ,-69.72,44.57,39000,2021-03-01T01:01:03
UAL950  ,-69.71,44.57,39000,2021-03-01T01:01:04
UAL950  ,-69.71,44.57,39000,2021-03-01T01:01:04
UAL950  ,-69.7,44.57,39000,2021-03-01T01:01:07
UAL950  ,-69.69,44.58,39000,2021-03-01T01:01:11
UAL950  ,-69.69,44.58,39000,2021-03-01T01:01:12
UAL950  ,-69.68,44.58,39000,2021-03-01T01:01:13
UAL950  ,-69.68,44.58,39000,2021-03-01T01:01:14
UAL950  ,-69.68,44.58,39000,2021-03-01T01:01:15
UAL950  ,-69.67,44.58,39000,2021-03-01T01:01:16
UAL950  ,-69.67,44.58,39000,2021-03-01T01:01:16
UAL950  ,-69.67,44.59,39000,2021-03-01T01:01:17
UAL950  ,-69.67,44.59,39000,2021-03-01T01:01:17
UAL950  ,-69.67,44.59,39000,2021-03-01T01:01:18
UAL950  ,-69.66,44.59,38975,2021-03-01T01:01:19
UAL950  ,-69.66,44.59,39000,2021-03-01T01:01:20
UAL950  ,-69.66,44.59,39000,2021-03-01T01:01:20
UAL950  ,-69.66,44.59,39000,2021-03-01T01:01:21
UAL950  ,-69.66,44.59,38975,2021-03-01T01:01:21
UAL950  ,-69.66,44.59,39000,2021-03-01T01:01:22
UAL950  ,-69.65,44.59,38975,2021-03-01T01:01:22
UAL950  ,-69.65,44.59,39000,2021-03-01T01:01:23
UAL950  ,-69.65,44.59,39000,2021-03-01T01:01:23
UAL950  ,-69.65,44.59,39000,2021-03-01T01:01:24
UAL950  ,-69.65,44.59,38975,2021-03-01T01:01:24
UAL950  ,-69.65,44.6,38975,2021-03-01T01:01:25
UAL950  ,-69.64,44.6,39000,2021-03-01T01:01:25
UAL950  ,-69.64,44.6,38975,2021-03-01T01:01:26
UAL950  ,-69.64,44.6,38975,2021-03-01T01:01:26
UAL950  ,-69.64,44.6,39000,2021-03-01T01:01:27
UAL950  ,-69.64,44.6,39000,2021-03-01T01:01:27
UAL950  ,-69.64,44.6,38975,2021-03-01T01:01:28
UAL950  ,-69.63,44.6,39000,2021-03-01T01:01:28
UAL950  ,-69.63,44.6,38975,2021-03-01T01:01:29
UAL950  ,-69.63,44.6,38975,2021-03-01T01:01:29
UAL950  ,-69.63,44.6,39000,2021-03-01T01:01:30
UAL950  ,-69.63,44.6,39000,2021-03-01T01:01:31
UAL950  ,-69.63,44.6,39000,2021-03-01T01:01:31
UAL950  ,-69.62,44.6,39000,2021-03-01T01:01:31
UAL950  ,-69.62,44.61,39000,2021-03-01T01:01:32
UAL950  ,-69.62,44.61,38975,2021-03-01T01:01:32
UAL950  ,-69.62,44.61,38975,2021-03-01T01:01:33
UAL950  ,-69.62,44.61,38975,2021-03-01T01:01:34
UAL950  ,-69.62,44.61,38975,2021-03-01T01:01:34
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:34
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:35
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:35
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:36
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:36
UAL950  ,-69.61,44.61,38975,2021-03-01T01:01:37
UAL950  ,-69.6,44.61,38975,2021-03-01T01:01:37
UAL950  ,-69.6,44.61,38975,2021-03-01T01:01:38
UAL950  ,-69.6,44.61,39000,2021-03-01T01:01:39
UAL950  ,-69.6,44.61,38975,2021-03-01T01:01:39
UAL950  ,-69.6,44.61,38975,2021-03-01T01:01:39
UAL950  ,-69.6,44.62,38975,2021-03-01T01:01:40
UAL950  ,-69.59,44.62,38975,2021-03-01T01:01:41
UAL950  ,-69.59,44.62,38975,2021-03-01T01:01:41
UAL950  ,-69.59,44.62,39000,2021-03-01T01:01:42
UAL950  ,-69.59,44.62,39000,2021-03-01T01:01:43
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:43
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:44
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:45
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:45
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:45
UAL950  ,-69.58,44.62,38975,2021-03-01T01:01:46
UAL950  ,-69.57,44.62,38975,2021-03-01T01:01:47
UAL950  ,-69.57,44.63,39000,2021-03-01T01:01:48
UAL950  ,-69.57,44.63,38975,2021-03-01T01:01:48
UAL950  ,-69.56,44.63,38975,2021-03-01T01:01:49
UAL950  ,-69.56,44.63,39000,2021-03-01T01:01:50
UAL950  ,-69.56,44.63,38975,2021-03-01T01:01:51
UAL950  ,-69.55,44.63,39000,2021-03-01T01:01:52
UAL950  ,-69.55,44.63,38975,2021-03-01T01:01:53
UAL950  ,-69.55,44.63,38975,2021-03-01T01:01:53
UAL950  ,-69.55,44.63,38975,2021-03-01T01:01:54
UAL950  ,-69.55,44.64,38975,2021-03-01T01:01:56
UAL950  ,-69.54,44.64,38975,2021-03-01T01:01:56
UAL950  ,-69.54,44.64,38975,2021-03-01T01:01:58
UAL950  ,-69.53,44.64,38975,2021-03-01T01:01:59
UAL950  ,-69.53,44.64,38975,2021-03-01T01:01:59
UAL950  ,-69.53,44.64,39000,2021-03-01T01:02:00
UAL950  ,-69.52,44.64,38975,2021-03-01T01:02:02
UAL950  ,-69.52,44.65,38975,2021-03-01T01:02:03
UAL950  ,-69.52,44.65,38975,2021-03-01T01:02:03
UAL950  ,-69.51,44.65,39000,2021-03-01T01:02:04
UAL950  ,-69.51,44.65,38975,2021-03-01T01:02:06
UAL950  ,-69.51,44.65,39000,2021-03-01T01:02:07
UAL950  ,-69.5,44.65,39000,2021-03-01T01:02:08
UAL950  ,-69.5,44.65,39000,2021-03-01T01:02:09
UAL950  ,-69.49,44.66,38975,2021-03-01T01:02:12
UAL950  ,-69.49,44.66,39000,2021-03-01T01:02:13
UAL950  ,-69.49,44.66,39000,2021-03-01T01:02:14
UAL950  ,-69.48,44.66,39000,2021-03-01T01:02:14
UAL950  ,-69.48,44.66,39000,2021-03-01T01:02:15
UAL950  ,-69.48,44.66,39000,2021-03-01T01:02:15
UAL950  ,-69.48,44.66,39000,2021-03-01T01:02:16
UAL950  ,-69.48,44.66,39000,2021-03-01T01:02:16
UAL950  ,-69.47,44.66,39000,2021-03-01T01:02:17
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:17
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:18
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:18
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:19
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:19
UAL950  ,-69.47,44.67,39000,2021-03-01T01:02:20
UAL950  ,-69.46,44.67,39000,2021-03-01T01:02:20
UAL950  ,-69.46,44.67,39000,2021-03-01T01:02:21
UAL950  ,-69.46,44.67,39000,2021-03-01T01:02:21
UAL950  ,-69.46,44.67,39000,2021-03-01T01:02:22
UAL950  ,-69.46,44.67,39000,2021-03-01T01:02:22
UAL950  ,-69.46,44.67,38975,2021-03-01T01:02:23
UAL950  ,-69.45,44.67,38975,2021-03-01T01:02:23
UAL950  ,-69.45,44.67,39000,2021-03-01T01:02:25
UAL950  ,-69.45,44.68,39000,2021-03-01T01:02:25
UAL950  ,-69.45,44.68,39000,2021-03-01T01:02:25
UAL950  ,-69.44,44.68,39000,2021-03-01T01:02:26
UAL950  ,-69.44,44.68,38975,2021-03-01T01:02:27
UAL950  ,-69.44,44.68,39000,2021-03-01T01:02:28
UAL950  ,-69.43,44.68,39000,2021-03-01T01:02:29
UAL950  ,-69.43,44.68,39000,2021-03-01T01:02:30
UAL950  ,-69.43,44.68,38975,2021-03-01T01:02:30
UAL950  ,-69.43,44.68,38975,2021-03-01T01:02:31
UAL950  ,-69.42,44.68,39000,2021-03-01T01:02:32
UAL950  ,-69.42,44.69,38975,2021-03-01T01:02:33
UAL950  ,-69.42,44.69,39000,2021-03-01T01:02:34
UAL950  ,-69.41,44.69,39000,2021-03-01T01:02:35
UAL950  ,-69.41,44.69,39000,2021-03-01T01:02:36
UAL950  ,-69.41,44.69,39000,2021-03-01T01:02:37
UAL950  ,-69.4,44.69,39000,2021-03-01T01:02:39
UAL950  ,-69.4,44.69,39000,2021-03-01T01:02:39
UAL950  ,-69.4,44.7,39000,2021-03-01T01:02:41
UAL950  ,-69.39,44.7,39000,2021-03-01T01:02:42
UAL950  ,-69.39,44.7,39000,2021-03-01T01:02:44
UAL950  ,-69.38,44.7,39000,2021-03-01T01:02:45
UAL950  ,-69.37,44.71,38975,2021-03-01T01:02:47
UAL950  ,-69.37,44.71,38975,2021-03-01T01:02:49
UAL950  ,-69.37,44.71,39000,2021-03-01T01:02:49
UAL950  ,-69.37,44.71,38975,2021-03-01T01:02:50
UAL950  ,-69.37,44.71,39000,2021-03-01T01:02:50
UAL950  ,-69.36,44.71,38975,2021-03-01T01:02:51
UAL950  ,-69.36,44.71,38975,2021-03-01T01:02:52
UAL950  ,-69.36,44.71,38975,2021-03-01T01:02:53
UAL950  ,-69.35,44.71,39000,2021-03-01T01:02:54
UAL950  ,-69.35,44.71,39000,2021-03-01T01:02:55
UAL950  ,-69.35,44.72,39000,2021-03-01T01:02:56
UAL950  ,-69.34,44.72,39000,2021-03-01T01:02:57
UAL950  ,-69.34,44.72,39000,2021-03-01T01:02:57
UAL950  ,-69.34,44.72,39000,2021-03-01T01:02:59
UAL950  ,-69.33,44.72,39000,2021-03-01T01:02:59
UAL950  ,-69.33,44.72,39000,2021-03-01T01:03:01
UAL950  ,-69.32,44.72,39000,2021-03-01T01:03:03
UAL950  ,-69.32,44.73,39000,2021-03-01T01:03:04
UAL950  ,-69.31,44.73,39000,2021-03-01T01:03:06
UAL950  ,-69.31,44.73,39000,2021-03-01T01:03:07
UAL950  ,-69.31,44.73,39000,2021-03-01T01:03:08
UAL950  ,-69.3,44.73,39000,2021-03-01T01:03:09
UAL950  ,-69.3,44.73,38975,2021-03-01T01:03:10
UAL950  ,-69.3,44.74,39000,2021-03-01T01:03:11
UAL950  ,-69.29,44.74,38975,2021-03-01T01:03:12
UAL950  ,-69.29,44.74,38975,2021-03-01T01:03:13
UAL950  ,-69.29,44.74,39000,2021-03-01T01:03:13
UAL950  ,-69.28,44.74,39000,2021-03-01T01:03:15
UAL950  ,-69.28,44.74,38975,2021-03-01T01:03:16
UAL950  ,-69.28,44.74,39000,2021-03-01T01:03:17
UAL950  ,-69.27,44.74,39000,2021-03-01T01:03:18
UAL950  ,-69.27,44.75,39000,2021-03-01T01:03:19
UAL950  ,-69.27,44.75,39000,2021-03-01T01:03:20
UAL950  ,-69.26,44.75,39000,2021-03-01T01:03:22
UAL950  ,-69.26,44.75,39000,2021-03-01T01:03:24
UAL950  ,-69.25,44.75,39000,2021-03-01T01:03:24
UAL950  ,-69.25,44.75,39000,2021-03-01T01:03:26
UAL950  ,-69.25,44.76,39000,2021-03-01T01:03:26
UAL950  ,-69.24,44.76,39000,2021-03-01T01:03:28
UAL950  ,-69.24,44.76,39000,2021-03-01T01:03:29
UAL950  ,-69.23,44.76,39000,2021-03-01T01:03:31
UAL950  ,-69.23,44.76,39000,2021-03-01T01:03:32
UAL950  ,-69.23,44.76,38975,2021-03-01T01:03:33
UAL950  ,-69.22,44.77,39000,2021-03-01T01:03:34
UAL950  ,-69.22,44.77,38975,2021-03-01T01:03:35
UAL950  ,-69.21,44.77,39000,2021-03-01T01:03:36
UAL950  ,-69.21,44.77,39000,2021-03-01T01:03:37
UAL950  ,-69.21,44.77,39000,2021-03-01T01:03:38
UAL950  ,-69.21,44.77,38975,2021-03-01T01:03:39
UAL950  ,-69.21,44.77,39000,2021-03-01T01:03:39
UAL950  ,-69.2,44.77,38975,2021-03-01T01:03:40
UAL950  ,-69.2,44.77,38975,2021-03-01T01:03:41
UAL950  ,-69.2,44.77,39000,2021-03-01T01:03:41
UAL950  ,-69.19,44.78,39000,2021-03-01T01:03:42
UAL950  ,-69.19,44.78,38975,2021-03-01T01:03:43
UAL950  ,-69.18,44.78,38975,2021-03-01T01:03:45
UAL950  ,-69.18,44.78,38975,2021-03-01T01:03:46
UAL950  ,-69.18,44.78,38975,2021-03-01T01:03:47
UAL950  ,-69.18,44.78,38975,2021-03-01T01:03:47
UAL950  ,-69.17,44.78,38975,2021-03-01T01:03:49
UAL950  ,-69.17,44.79,38975,2021-03-01T01:03:49
UAL950  ,-69.17,44.79,38975,2021-03-01T01:03:50
UAL950  ,-69.17,44.79,38975,2021-03-01T01:03:50
UAL950  ,-69.16,44.79,38975,2021-03-01T01:03:51
UAL950  ,-69.16,44.79,38975,2021-03-01T01:03:52
UAL950  ,-69.16,44.79,39000,2021-03-01T01:03:52
UAL950  ,-69.16,44.79,38975,2021-03-01T01:03:53
UAL950  ,-69.16,44.79,38975,2021-03-01T01:03:53
UAL950  ,-69.16,44.79,39000,2021-03-01T01:03:54
UAL950  ,-69.15,44.79,38975,2021-03-01T01:03:54
UAL950  ,-69.15,44.79,38975,2021-03-01T01:03:56
UAL950  ,-69.15,44.79,38975,2021-03-01T01:03:56
UAL950  ,-69.15,44.79,39000,2021-03-01T01:03:57
UAL950  ,-69.14,44.8,38975,2021-03-01T01:03:58
UAL950  ,-69.14,44.8,39000,2021-03-01T01:03:59
UAL950  ,-69.14,44.8,38975,2021-03-01T01:04:00
UAL950  ,-69.13,44.8,38975,2021-03-01T01:04:01
UAL950  ,-69.13,44.8,38975,2021-03-01T01:04:03
UAL950  ,-69.12,44.81,38975,2021-03-01T01:04:05
UAL950  ,-69.11,44.81,38975,2021-03-01T01:04:07
UAL950  ,-69.11,44.81,38975,2021-03-01T01:04:09
UAL950  ,-69.11,44.81,38975,2021-03-01T01:04:09
UAL950  ,-69.1,44.81,38975,2021-03-01T01:04:11
UAL950  ,-69.1,44.82,38975,2021-03-01T01:04:12
UAL950  ,-69.09,44.82,38975,2021-03-01T01:04:13
UAL950  ,-69.09,44.82,38975,2021-03-01T01:04:14
UAL950  ,-69.09,44.82,39000,2021-03-01T01:04:15
UAL950  ,-69.09,44.82,38975,2021-03-01T01:04:15
UAL950  ,-69.08,44.82,39000,2021-03-01T01:04:16
UAL950  ,-69.08,44.82,38975,2021-03-01T01:04:17
UAL950  ,-69.08,44.82,38975,2021-03-01T01:04:18
UAL950  ,-69.07,44.82,39000,2021-03-01T01:04:19
UAL950  ,-69.07,44.83,39000,2021-03-01T01:04:20
UAL950  ,-69.07,44.83,39000,2021-03-01T01:04:21
UAL950  ,-69.07,44.83,39000,2021-03-01T01:04:21
UAL950  ,-69.06,44.83,39000,2021-03-01T01:04:22
UAL950  ,-69.06,44.83,39000,2021-03-01T01:04:23
UAL950  ,-69.06,44.83,39000,2021-03-01T01:04:23
UAL950  ,-69.06,44.83,38975,2021-03-01T01:04:23
UAL950  ,-69.06,44.83,39000,2021-03-01T01:04:24
UAL950  ,-69.05,44.83,38975,2021-03-01T01:04:24
UAL950  ,-69.05,44.83,39000,2021-03-01T01:04:27
UAL950  ,-69.04,44.84,39000,2021-03-01T01:04:27
UAL950  ,-69.04,44.84,38975,2021-03-01T01:04:28
UAL950  ,-69.04,44.84,39000,2021-03-01T01:04:30
UAL950  ,-69.03,44.84,38975,2021-03-01T01:04:32
UAL950  ,-69.03,44.84,39000,2021-03-01T01:04:32
UAL950  ,-69.03,44.84,39000,2021-03-01T01:04:33
UAL950  ,-69.02,44.84,39000,2021-03-01T01:04:34
UAL950  ,-69.02,44.84,39000,2021-03-01T01:04:35
UAL950  ,-69.02,44.85,39000,2021-03-01T01:04:35
UAL950  ,-69.02,44.85,39000,2021-03-01T01:04:35
UAL950  ,-69.02,44.85,38975,2021-03-01T01:04:36
UAL950  ,-69.02,44.85,39000,2021-03-01T01:04:37
UAL950  ,-69.01,44.85,39000,2021-03-01T01:04:38
UAL950  ,-69.01,44.85,39000,2021-03-01T01:04:38
UAL950  ,-69.01,44.85,39000,2021-03-01T01:04:40
UAL950  ,-69,44.85,39000,2021-03-01T01:04:40
UAL950  ,-69,44.85,38975,2021-03-01T01:04:41
UAL950  ,-69,44.85,38975,2021-03-01T01:04:41
UAL950  ,-69,44.85,38975,2021-03-01T01:04:42
UAL950  ,-69,44.86,38975,2021-03-01T01:04:43
UAL950  ,-68.99,44.86,39000,2021-03-01T01:04:43
UAL950  ,-68.99,44.86,38975,2021-03-01T01:04:44
UAL950  ,-68.98,44.86,38975,2021-03-01T01:04:45
UAL950  ,-68.98,44.86,38975,2021-03-01T01:04:46
UAL950  ,-68.98,44.86,39000,2021-03-01T01:04:47
UAL950  ,-68.98,44.86,38975,2021-03-01T01:04:48
UAL950  ,-68.98,44.86,39000,2021-03-01T01:04:48
UAL950  ,-68.97,44.86,39000,2021-03-01T01:04:49
UAL950  ,-68.97,44.87,39000,2021-03-01T01:04:50
UAL950  ,-68.97,44.87,39000,2021-03-01T01:04:51
UAL950  ,-68.96,44.87,39000,2021-03-01T01:04:52
UAL950  ,-68.96,44.87,38975,2021-03-01T01:04:53
UAL950  ,-68.96,44.87,39000,2021-03-01T01:04:54
UAL950  ,-68.95,44.87,39000,2021-03-01T01:04:56
UAL950  ,-68.95,44.87,38975,2021-03-01T01:04:56
UAL950  ,-68.95,44.87,39000,2021-03-01T01:04:57
UAL950  ,-68.94,44.88,38975,2021-03-01T01:04:58
UAL950  ,-68.94,44.88,38975,2021-03-01T01:04:59
UAL950  ,-68.94,44.88,38975,2021-03-01T01:04:59
UAL950  ,-68.94,44.88,38975,2021-03-01T01:05:00
UAL950  ,-68.94,44.88,38975,2021-03-01T01:05:00
UAL950  ,-68.93,44.88,39000,2021-03-01T01:05:01
UAL950  ,-68.93,44.88,39000,2021-03-01T01:05:01
UAL950  ,-68.93,44.88,39000,2021-03-01T01:05:02
UAL950  ,-68.93,44.88,38975,2021-03-01T01:05:03
UAL950  ,-68.92,44.88,38975,2021-03-01T01:05:04
